countryiso3,date,admin1,admin2,market,latitude,longitude,category,commodity,unit,pricetype,currency,price
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Maize,100 KG,Wholesale,GHS,211.03
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Maize (yellow),100 KG,Wholesale,GHS,234.23
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Millet,93 KG,Wholesale,GHS,380.98
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,334
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Rice (imported),KG,Retail,GHS,7.04
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,223.6
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,428.66
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Yam (puna),250 KG,Wholesale,GHS,801.67
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,"meat, fish and eggs",Eggs,30 pcs,Wholesale,GHS,108.8
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,pulses and nuts,Cowpeas (white),109 KG,Wholesale,GHS,474.36
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Eggplants,27 KG,Wholesale,GHS,474.29
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Onions,73 KG,Wholesale,GHS,307.59
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Onions,KG,Retail,GHS,21.96
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Peppers (dried),16 KG,Wholesale,GHS,235.54
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Peppers (dried),KG,Retail,GHS,23.19
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Peppers (fresh),20 KG,Wholesale,GHS,801.08
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Peppers (fresh),KG,Retail,GHS,8.14
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Plantains (apem),Bunch,Wholesale,GHS,42.39
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,37.24
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Tomatoes (local),52 KG,Wholesale,GHS,310.43
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Tomatoes (local),KG,Retail,GHS,7.91
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Tomatoes (navrongo),52 KG,Wholesale,GHS,101.83
GHA,9/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Tomatoes (navrongo),KG,Retail,GHS,7.95
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Cassava,91 KG,Wholesale,GHS,559.76
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Gari,68 KG,Wholesale,GHS,242.7
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Maize,100 KG,Wholesale,GHS,181.89
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Maize (yellow),100 KG,Wholesale,GHS,199.4
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Millet,93 KG,Wholesale,GHS,362.87
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,268.09
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,"meat, fish and eggs",Eggs,30 pcs,Wholesale,GHS,177.32
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,Wholesale,GHS,708.78
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,"meat, fish and eggs",Meat (chicken),10 KG,Wholesale,GHS,205.55
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,"meat, fish and eggs","Meat (chicken, local)",10 KG,Wholesale,GHS,193.79
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,pulses and nuts,Cowpeas (white),109 KG,Wholesale,GHS,156.73
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Onions,73 KG,Wholesale,GHS,9.21
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Peppers (dried),16 KG,Wholesale,GHS,19.05
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Peppers (fresh),20 KG,Wholesale,GHS,349.97
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Plantains (apem),Bunch,Wholesale,GHS,145.84
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,140.37
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Tomatoes (local),52 KG,Wholesale,GHS,18.59
GHA,10/15/2020,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Tomatoes (navrongo),52 KG,Wholesale,GHS,17.21
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Cassava,91 KG,Wholesale,GHS,478.97
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Gari,68 KG,Wholesale,GHS,381.91
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Maize,100 KG,Wholesale,GHS,122.16
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Maize (yellow),100 KG,Wholesale,GHS,137.61
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Millet,93 KG,Wholesale,GHS,337.19
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,140.56
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,242.28
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,"meat, fish and eggs",Eggs,30 pcs,Wholesale,GHS,122.34
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,Wholesale,GHS,565.53
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,"meat, fish and eggs","Meat (chicken, local)",10 KG,Wholesale,GHS,54.93
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,vegetables and fruits,Peppers (dried),16 KG,Wholesale,GHS,21.73
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,vegetables and fruits,Peppers (fresh),20 KG,Wholesale,GHS,211.81
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,vegetables and fruits,Tomatoes (local),52 KG,Wholesale,GHS,18.21
GHA,10/15/2020,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,vegetables and fruits,Tomatoes (navrongo),52 KG,Wholesale,GHS,16.46
GHA,10/15/2020,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Peppers (fresh),KG,Retail,GHS,0.75
GHA,10/15/2020,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Plantains (apem),KG,Retail,GHS,3.71
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Cassava,91 KG,Wholesale,GHS,328.42
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Gari,68 KG,Wholesale,GHS,303.45
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Millet,93 KG,Wholesale,GHS,290.73
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,161.99
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,250.73
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Yam,250 KG,Wholesale,GHS,412
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Yam,KG,Retail,GHS,9.36
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Yam (puna),KG,Retail,GHS,7.01
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,"meat, fish and eggs",Eggs,30 pcs,Wholesale,GHS,140.58
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,Wholesale,GHS,542.62
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,"meat, fish and eggs","Meat (chicken, local)",10 KG,Wholesale,GHS,49.68
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Eggplants,27 KG,Wholesale,GHS,13.21
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Peppers (dried),16 KG,Wholesale,GHS,18.37
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Peppers (fresh),20 KG,Wholesale,GHS,236.31
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Plantains (apem),Bunch,Wholesale,GHS,190.93
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,77.71
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Tomatoes (local),52 KG,Wholesale,GHS,18.47
GHA,10/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Tomatoes (navrongo),52 KG,Wholesale,GHS,23.45
GHA,10/15/2020,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Yam (puna),250 KG,Wholesale,GHS,270.83
GHA,10/15/2020,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,"meat, fish and eggs",Eggs,30 pcs,Wholesale,GHS,257.16
GHA,10/15/2020,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,"meat, fish and eggs",Meat (chicken),10 KG,Wholesale,GHS,341.65
GHA,10/15/2020,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Peppers (dried),16 KG,Wholesale,GHS,24.95
GHA,10/15/2020,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Peppers (fresh),20 KG,Wholesale,GHS,244.62
GHA,10/15/2020,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Tomatoes (local),52 KG,Wholesale,GHS,39.95
GHA,10/15/2020,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Tomatoes (navrongo),52 KG,Wholesale,GHS,38.03
GHA,10/15/2020,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,6.08,-0.25,cereals and tubers,Millet,93 KG,Wholesale,GHS,251.1
GHA,10/15/2020,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,6.08,-0.25,"meat, fish and eggs",Eggs,30 pcs,Wholesale,GHS,338.6
GHA,10/15/2020,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,6.08,-0.25,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,Wholesale,GHS,801.41
GHA,10/15/2020,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,6.08,-0.25,"meat, fish and eggs","Meat (chicken, local)",10 KG,Wholesale,GHS,104.74
GHA,10/15/2020,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,6.08,-0.25,vegetables and fruits,Tomatoes (navrongo),52 KG,Wholesale,GHS,49.3
GHA,10/15/2020,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Gari,68 KG,Wholesale,GHS,290.16
GHA,10/15/2020,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,"meat, fish and eggs",Eggs,30 pcs,Wholesale,GHS,117.01
GHA,10/15/2020,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,Wholesale,GHS,364.04
GHA,10/15/2020,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,"meat, fish and eggs",Meat (chicken),10 KG,Wholesale,GHS,197.53
GHA,10/15/2020,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,"meat, fish and eggs","Meat (chicken, local)",10 KG,Wholesale,GHS,107.21
GHA,10/15/2020,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,vegetables and fruits,Peppers (dried),16 KG,Wholesale,GHS,39.07
GHA,10/15/2020,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,vegetables and fruits,Peppers (fresh),20 KG,Wholesale,GHS,186.31
GHA,10/15/2020,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,164.56
GHA,10/15/2020,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,vegetables and fruits,Tomatoes (navrongo),52 KG,Wholesale,GHS,19.08
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,cereals and tubers,Cassava,91 KG,Wholesale,GHS,735.48
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,cereals and tubers,Millet,93 KG,Wholesale,GHS,369.05
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,363.64
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,436.47
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,Wholesale,GHS,724.65
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,"meat, fish and eggs",Meat (chicken),10 KG,Wholesale,GHS,200.09
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,"meat, fish and eggs","Meat (chicken, local)",10 KG,Wholesale,GHS,115.76
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,pulses and nuts,Soybeans,KG,Retail,GHS,5.93
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,vegetables and fruits,Onions,KG,Retail,GHS,12.57
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,vegetables and fruits,Peppers (dried),16 KG,Wholesale,GHS,68.4
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,vegetables and fruits,Peppers (fresh),20 KG,Wholesale,GHS,271.65
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,vegetables and fruits,Plantains (apem),Bunch,Wholesale,GHS,366.05
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,vegetables and fruits,Tomatoes (local),52 KG,Wholesale,GHS,40.99
GHA,10/15/2020,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,vegetables and fruits,Tomatoes (navrongo),52 KG,Wholesale,GHS,64.87
GHA,10/15/2020,NORTHERN,TAMALE NORTH SUB METRO,Tamale,9.4,-0.83,cereals and tubers,Cassava,91 KG,Wholesale,GHS,288.46
GHA,10/15/2020,NORTHERN,TAMALE NORTH SUB METRO,Tamale,9.4,-0.83,cereals and tubers,Millet,93 KG,Wholesale,GHS,289.97
GHA,10/15/2020,NORTHERN,TAMALE NORTH SUB METRO,Tamale,9.4,-0.83,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,155.17
GHA,10/15/2020,NORTHERN,TAMALE NORTH SUB METRO,Tamale,9.4,-0.83,cereals and tubers,Yam (puna),250 KG,Wholesale,GHS,303.57
GHA,10/15/2020,NORTHERN,TAMALE NORTH SUB METRO,Tamale,9.4,-0.83,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,Wholesale,GHS,876
GHA,10/15/2020,NORTHERN,TAMALE NORTH SUB METRO,Tamale,9.4,-0.83,vegetables and fruits,Plantains (apem),Bunch,Wholesale,GHS,217.22
GHA,10/15/2020,NORTHERN,YENDI MUNICIPAL,Yendi,9.45,-0.01,cereals and tubers,Maize,100 KG,Wholesale,GHS,110.7
GHA,10/15/2020,NORTHERN,YENDI MUNICIPAL,Yendi,9.45,-0.01,cereals and tubers,Millet,93 KG,Wholesale,GHS,315.39
GHA,10/15/2020,UPPER EAST,GARU TEMPANE,Garu,10.85,-0.18,cereals and tubers,Maize,100 KG,Wholesale,GHS,141.44
GHA,10/15/2020,UPPER EAST,GARU TEMPANE,Garu,10.85,-0.18,cereals and tubers,Maize (yellow),100 KG,Wholesale,GHS,133.46
GHA,10/15/2020,UPPER EAST,GARU TEMPANE,Garu,10.85,-0.18,cereals and tubers,Millet,93 KG,Wholesale,GHS,224.86
GHA,10/15/2020,UPPER EAST,GARU TEMPANE,Garu,10.85,-0.18,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,143.4
GHA,10/15/2020,UPPER EAST,GARU TEMPANE,Garu,10.85,-0.18,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,121.92
GHA,10/15/2020,UPPER EAST,GARU TEMPANE,Garu,10.85,-0.18,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,172.78
GHA,10/15/2020,UPPER EAST,GARU TEMPANE,Garu,10.85,-0.18,cereals and tubers,Yam,KG,Retail,GHS,6.63
GHA,10/15/2020,UPPER EAST,GARU TEMPANE,Garu,10.85,-0.18,cereals and tubers,Yam (puna),KG,Retail,GHS,5.39
GHA,10/15/2020,UPPER EAST,GARU TEMPANE,Garu,10.85,-0.18,vegetables and fruits,Plantains (apem),Bunch,Wholesale,GHS,218.64
GHA,10/15/2020,VOLTA,HO MUNICIPAL,Ho,6.6,0.47,vegetables and fruits,Peppers (dried),KG,Retail,GHS,4.9
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Cassava,91 KG,Wholesale,GHS,480.43
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Gari,68 KG,Wholesale,GHS,243.21
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Maize (yellow),100 KG,Wholesale,GHS,253.36
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Millet,93 KG,Wholesale,GHS,450.71
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,232.4
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,249.2
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,535.92
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Yam,250 KG,Wholesale,GHS,324.8
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Yam (puna),250 KG,Wholesale,GHS,224.38
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,"meat, fish and eggs",Eggs,30 pcs,Wholesale,GHS,293.2
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,Wholesale,GHS,718.03
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,"meat, fish and eggs","Fish (mackerel, fresh)",KG,Retail,GHS,6.19
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,"meat, fish and eggs",Meat (chicken),10 KG,Wholesale,GHS,374.55
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,"meat, fish and eggs","Meat (chicken, local)",10 KG,Wholesale,GHS,116.94
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Eggplants,27 KG,Wholesale,GHS,35.13
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Onions,73 KG,Wholesale,GHS,28.34
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Onions,KG,Retail,GHS,6.74
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Peppers (dried),16 KG,Wholesale,GHS,35.37
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Peppers (dried),KG,Retail,GHS,9.41
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Peppers (fresh),20 KG,Wholesale,GHS,354.11
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Plantains (apem),Bunch,Wholesale,GHS,379.71
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Plantains (apem),KG,Retail,GHS,11.7
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,136.68
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Tomatoes (local),52 KG,Wholesale,GHS,23.29
GHA,10/15/2020,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Tomatoes (navrongo),52 KG,Wholesale,GHS,26.45
GHA,11/15/2020,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Cassava,91 KG,Wholesale,GHS,780.12
GHA,11/15/2020,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Gari,68 KG,Wholesale,GHS,258.14
GHA,11/15/2020,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Maize (yellow),100 KG,Wholesale,GHS,163.06
GHA,11/15/2020,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Millet,93 KG,Wholesale,GHS,253.62
GHA,11/15/2020,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,192.69
GHA,11/15/2020,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,235.94
GHA,11/15/2020,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,295.47
GHA,11/15/2020,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,"meat, fish and eggs",Eggs,30 pcs,Wholesale,GHS,186.41
GHA,11/15/2020,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,"meat, fish and eggs","Meat (chicken, local)",10 KG,Wholesale,GHS,62.12
GHA,11/15/2020,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Tomatoes (local),52 KG,Wholesale,GHS,19.15
GHA,11/15/2020,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Tomatoes (navrongo),52 KG,Wholesale,GHS,16.33
GHA,11/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Cassava,91 KG,Wholesale,GHS,509.13
GHA,11/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Gari,68 KG,Wholesale,GHS,312.14
GHA,11/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Maize,100 KG,Wholesale,GHS,127.89
GHA,11/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Maize (yellow),100 KG,Wholesale,GHS,135.58
GHA,11/15/2020,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,191.02
